product_id,url,category,ref
606dd47689fe135ad872cd66,http://azimut.ski/fr/trips/cervieres-cocktail-d-activites-nature-en-famille,RA,FRRA03
616559a9c7c0380d7895aa31,http://azimut.ski/fr/trips/au-pays-de-la-meije---un-jour-un-lac,RA,FRRA04
606dd1c789fe135ad8718220,http://azimut.ski/fr/trips/cervieres-izoard-rando-bistrot,RA,FRRA02 FRAW70
606dcef089fe135ad87018ff,http://azimut.ski/fr/trips/cervieres-vallee-sauvage-du-brianonnais-a-pied,RA,FRRA01 FRA531
608b2b9289fe135ad85f6f0a,http://azimut.ski/fr/trips/cervieres-cocktail-d-activites-nature-en-famille,RA,FRRA03 FRAF89
60303b02360e2c9356be224a,http://azimut.ski/fr/trips/week-end-heliski-freeride-a-gressoney-mont-rose---italie,SF,ITSF07
60ae550689fe135ad8e20a1d,http://azimut.ski/fr/trips/skitrip-freeride-freerando-japon-voyage-ski-freeride-japon,SF,JASF01
609ccf8789fe135ad84a15ac,http://azimut.ski/fr/trips/weekend-fin-de-saison--cervinia---freeride,SF,ITSF99
60cf9809e2f187b2f35b1501,http://azimut.ski/en/trips/freeride-skiing-in-kyrgyzstan,SF,KISF01
60adf3b989fe135ad8437e23,http://azimut.ski/en/trips/powder-hunt---elite-freeride-skiing,SF,FRSF03
60243020360e2c9356bf17b1,http://azimut.ski/fr/trips/zermatt-matterhorn---ski-freeride---ski-elite,SF,SUSF03
6024264a360e2c93569dff2b,http://azimut.ski/fr/trips/la-grave---week-end-ski-freeride---ski-elite,SF,FRSF12
602425dc360e2c93569d0846,http://azimut.ski/fr/trips/freerando-itinerant-monterosa---freeride-confort-itinerant,SF,ITSF10
60242589360e2c93569bdaae,http://azimut.ski/fr/trips/mont-cervin-freeride---cervinia-et-zermatt---ski-freeride-rando,SF,ITSF14
60d14355e2f187b2f36d3d65,http://azimut.ski/en/trips/la-grave---week-end-ski-freeride---ski-elite,SF,FRSF12
60d3590ee2f187b2f3759eac,http://azimut.ski/en/trips/Dolomites-skitrip-Ski-Freeride,SF,ITSF04
60d5c60ae2f187b2f3c34b31,http://azimut.ski/fr/trips/black-crows---freerando-cervin-monte-rosa,SF,ITSFPRIV10
60a6cae989fe135ad80d8dce,http://azimut.ski/fr/trips/aravis-mont-blanc---freerando,SF,FRSF06
60a4f8bd89fe135ad8a24f8d,http://azimut.ski/en/trips/Freeriding-in-Georgia---South-Caucasus,SF,GESF01
60adb2ad89fe135ad8176c02,http://azimut.ski/en/trips/off-piste-gressoney-mt-rose,SF,ITSF01 ALP040
6093f8b189fe135ad8f6ab27,http://azimut.ski/fr/trips/gemalto---meilleurs-spots-serre-chevalier--la-grave---ski-freeride,SF,FRSFCE01
608abc4689fe135ad82f3a6e,http://azimut.ski/fr/trips/le-powder-trip-en-petit-comite--ski-freeride,SF,FRSF02
602cb8b0360e2c935629638d,http://azimut.ski/en/trips/monterosa-pizza-pasta-polenta---freerando-skiing-from-hut-to-hut---comfort,SF,ITSFPRIV10
6023d505360e2c9356ad1923,http://azimut.ski/en/trips/chamonix---verbier---zermatt---freetour-skiing---confort,SF,SUSF13
6037cb88360e2c9356d0d0cb,http://azimut.ski/fr/trips/gressoney-mt-rose---ski-freeride---ski-elite,SF,ITSF03
602a7b08360e2c935668c409,http://azimut.ski/fr/trips/chamonix-best-of--ski-freeride---ski-elite,SF,FRSF40
603e21f4360e2c93564fcfb8,http://azimut.ski/fr/trips/ski-freeride-sestriere---ski-elite,SF,ITSF15
60c1cd02e2f187b2f35f56ea,http://azimut.ski/en/trips/the-powder-trip---elite-freeride-skiing,SF,FRSF02
60484c7e360e2c935645212e,http://azimut.ski/fr/trips/ski-freeride-au-kazakhstan,SF,KASF01
60b2864c89fe135ad8e0e003,http://azimut.ski/fr/trips/chili-freerando---ski-freeride,SF,CHSF01
61a7568d8583af6aabecef75,http://azimut.ski/fr/trips/teissier---weekend-chasseur-de-poudre---ski-freeride,SF,FRSFPRIV03
60b0c81f89fe135ad8f1981d,http://azimut.ski/en/trips/Lets-learn-freeride-skiing---Sestriere---Italy,SF,ITSF12 ALP057
6061d0d789fe135ad80e6cc5,http://azimut.ski/fr/trips/iran-ski-freerando-dans-les-alborz-backcountry-ski-iran,SF,IRSF01
6027e40d360e2c9356de9e2d,http://azimut.ski/fr/trips/perfectionnement-ski-freeride-expert---sestriere---italie,SF,ITSF13
606a28d689fe135ad82a1ed4,http://azimut.ski/fr/trips/big-freeride-queyras,SF,FRSF008
60271a41360e2c9356d8570b,http://azimut.ski/fr/trips/week-end-mythique-valle-blanche---chamonix-mont-blanc,SF,FRSF43
60cd23ece2f187b2f32aec42,http://azimut.ski/en/trips/Freeride-spots-in-Val-d-Aoste---Mont-Blanc-in-Italy,SF,ITSF09
60cdffcae2f187b2f364b856,http://azimut.ski/en/trips/Freeride-in-Madesimo,SF,ITSF11
606e182589fe135ad89038e5,http://azimut.ski/fr/trips/gian---groupe-priv-ski-freeride-et-rando-secrets-spots-sestrire---italie,SF,ITSFPRIV13
60aeb10689fe135ad880157f,http://azimut.ski/fr/trips/chamonix---verbier---zermatt---ski-freerando---confort,SF,SUSF13
6023d3dc360e2c9356a9864a,http://azimut.ski/fr/trips/initiation-ski-freeride-vanoise--3-vallees---savoie---france,SF,FRSF10
6023d5c1360e2c9356af9662,http://azimut.ski/fr/trips/spots-freeride-du-val-d-aoste---mont-blanc-italien,SF,ITSF09
6023d10b360e2c9356a1bf35,http://azimut.ski/fr/trips/initiation-dans-les-dolomites---ski-freeride-freerando,SF,ITSF05
60217f16360e2c9356f93ced,http://azimut.ski/fr/trips/initiation-dans-le-queyras---ski-freeride-freerando,SF,FRSF08
610e613fe2f187b2f3ac325d,http://azimut.ski/en/trips/lets-learn-freeride-skiing---vanoise-french-alps,SF,FRSF10
610e615de2f187b2f3ac7df5,http://azimut.ski/en/trips/beginner-ski-freeride-trip-in-queyras,SF,FRSF08
6023d148360e2c9356a23103,http://azimut.ski/en/trips/the-best-of-freeriding-in-aravis-la-clusaz-le-grand-bornand,SF,FRSF06
610e6195e2f187b2f3ad11c9,http://azimut.ski/en/trips/Freeriding-Savoies-secret-spots,SF,FRSF09
610e61aae2f187b2f3ad4912,http://azimut.ski/en/trips/beginners-freerando--freeride-skiing-in-the-dolomites,SF,ITSF05
610e61b8e2f187b2f3ad7216,http://azimut.ski/en/trips/Best-freeriding-spots-in-La-Grave-Ecrins-Piemont,SF,FRSF05
61151fa5e2f187b2f3401a94,http://azimut.ski/fr/trips/test-pascal-chamonix,SF,FRSFPRIV43
613793493901fe6ce2b7e9e9,http://azimut.ski/fr/trips/week-end-decouverte-du-ski-freeride---piemont-italien,SF,ITSF16
60216903360e2c9356171740,http://azimut.ski/fr/trips/dolomites-skitrip---ski-freeride-freerando,SF,ITSF04
602168ac360e2c9356161285,http://azimut.ski/fr/trips/gressoney-mt-rose---ski-freeride-rando-confort,SF,ITSF01 ALP040
60215f0e360e2c9356c0d898,http://azimut.ski/en/trips/-freeride-skiing---chamonix-mont-blanc,SF,FRSF44
613f2025154dbff96f95b5c9,http://azimut.ski/fr/trips/peysson--dolomites-skitrip---ski-freeride-freerando,SF,ITSFPRIV04
61421c791868a44a2139fa49,http://azimut.ski/fr/trips/bourgeus---gressoney---mont-rose---ski-freeride-rando,SF,ITSFPRIV01
6021496a360e2c9356dd104c,http://azimut.ski/fr/trips/week-end-decouverte-ski-freeride---chamonix-mont-blanc,SF,FRSF41
6145d60293c18a2af67df22f,http://azimut.ski/fr/trips/week-end-heliski-freeride-a-sestriere---italie,SF,ITSF06
614b7a128e56d84b103696ca,http://azimut.ski/fr/trips/huvelin---tarentaise-powder--reblochon---ski-freeride-freerando-confort,SF,FRSFPRIV11
614b7a488e56d84b1036f6e8,http://azimut.ski/fr/trips/huvelin---big-freeride-queyras,SF,FRSFPRIV08
615706df8e56d84b10090555,http://azimut.ski/fr/trips/huvelin---le-powder-trip---ski-freeride,SF,FRSFPRIV02
616000c78e56d84b10e3927b,http://azimut.ski/fr/trips/week-end-initiation-ski-freerando---chamonix-mont-blanc,SF,FRSFPRIV41
616009748e56d84b10f74b7b,http://azimut.ski/fr/trips/crunelle--decouverte-du-ski-freeride---piemont-italien,SF,ITSFPRIV12
60213396360e2c93561e8a4f,http://azimut.ski/fr/trips/ski-freeride---spots-secrets-de-savoie,SF,FRSF09
6173e738c7c0380d78e808a8,http://azimut.ski/en/trips/perfectionnement-ski-freeride-expert---sestriere---italy,SF,ITSF13
618a8a618583af6aab7e0824,http://azimut.ski/en/trips/bourgeus---freeride-skitouring-in-gressoney--monte-rosa-comfort,SF,ITSFPRIV01
602132e5360e2c9356156ef6,http://azimut.ski/fr/trips/meilleurs-spots-ecrins-piemont--la-grave---ski-freeride,SF,FRSF05
602132d1360e2c935613647c,http://azimut.ski/fr/trips/ski-freeride-au-kyrgyzstan,SF,KISF01
602132d0360e2c9356135adb,http://azimut.ski/fr/trips/weekend-chasseur-de-poudre---ski-freeride---ski-elite,SF,FRSF03
619f8fdd8583af6aabf930a4,http://azimut.ski/en/trips/hodgson--the-best-of-freeriding-in-la-grave--serre-chevalier,SF,FRSFPRIV05
61a50f9b8583af6aab3c26eb,http://azimut.ski/en/trips/lets-learn-freeride-skiing---piemont--italy,SF,ITSF16
60219b8d360e2c9356fca2ad,http://azimut.ski/en/trips/Freeride-skiing-Japan,SF,JASF01
6021a02b360e2c935618bc3a,http://azimut.ski/fr/trips/tarentaise-powder--reblochon---ski-freeride-freerando-confort,SF,FRSF11
610e618ee2f187b2f3acff16,http://azimut.ski/en/trips/Tarentaise-Powder--Reblochon---Ski-Freeride-COMFORT,SF,FRSF11
60a6435889fe135ad83639bf,http://azimut.ski/fr/trips/week-end--freeride---chamonix-mont-blanc,SF,FRSF44
602331c7360e2c9356a4976a,http://azimut.ski/fr/trips/week-end-apprendre-le-ski-freeride---grenoble,SF,FRSF14
6104116ce2f187b2f348e549,http://azimut.ski/fr/trips/archiride---ski-freeride-au-kirgistan-dans-la-chaine-des-tien-shan,SF,KISFPRIV01
6022671b360e2c93566ac979,http://azimut.ski/fr/trips/georgie---ski-freeride---sud-caucase,SF,GESF01
60feb6f9e2f187b2f37d11a2,http://azimut.ski/en/trips/Heli-skiing-weekend-in-Gressoney-Italy,SF,ITSF07
60231a8b360e2c9356868a38,http://azimut.ski/en/trips/freeriding-in-chile---south-america,SF,CHSF01
60f4e69fe2f187b2f345acde,http://azimut.ski/fr/trips/week-end-decouverte-ski-freeride-en-maurienne,SF,FRSF07
60fc30c4e2f187b2f3ad253a,http://azimut.ski/en/trips/freeride-beginners-course---chamonix-mont-blanc,SF,FRSF41
60e688dde2f187b2f3b8c376,http://azimut.ski/en/trips/mont-cervin-freeride---cervinia-and-zermatt-ski-freeride,SF,ITSF14
6022a139360e2c9356f3b536,http://azimut.ski/fr/trips/apprenez-le-ski-freeride---sestriere---italie,SF,ITSF12 ALP057
6023cc3f360e2c9356898d5b,http://azimut.ski/fr/trips/madesimo-freeride-trip---ski-freerando---confort,SF,ITSF11
60e45336e2f187b2f3a0b87c,http://azimut.ski/fr/trips/hodgson--meilleurs-spots-ski-freeride---ecrins---serre-chevalier--la-grave,SF,FRSFPRIV05
610110c1e2f187b2f3020935,http://azimut.ski/en/trips/Freeride-Beginners-course--a-weekend-near-Grenoble,SF,FRSF14
60e5c033e2f187b2f3289339,http://azimut.ski/fr/trips/captain-wild--traversee-des-dolomites---ski-de-randonnee,SR,ITSRPRIV04
60ae89b889fe135ad8398271,http://azimut.ski/en/trips/etna--ski-touring---italy-sicily,SR,ITSR16
60ae897c89fe135ad8391b31,http://azimut.ski/en/trips/traversee-des-ecrins-et-dome---ski-de-randonnee,SR,FRSR23
60ae892089fe135ad83884ee,http://azimut.ski/en/trips/armenia-ex-soviet-skitrip,SR,ARSR01
60ae892589fe135ad8388d02,http://azimut.ski/en/trips/mont-rose-ascension-a-ski-de-randonnee-4563m,SR,ITSR11 ALP036
61421ed11868a44a213ecb24,http://azimut.ski/fr/trips/bourgeus---itinerance-vallee-de-la-claree---ski-de-rando,SR,FRSRPRIV17 ALP071
60d14152e2f187b2f36c01f8,http://azimut.ski/en/trips/Haute-route-Chamonix-Zermatt-ski-touring,SR,SUSR20
6154c07d8e56d84b106eef6e,http://azimut.ski/fr/trips/weekend-decouverte-ski-rando-savoie-beaufortain---initiation-ski-rando,SR,FRSR25  ALP082
615567d48e56d84b102785fe,http://azimut.ski/fr/trips/sejour-decouverte-ski-de-randonnee---chamonix-mont-blanc---formule-confort,SR,FRSR54  ALP083
6142164e1868a44a212c3780,http://azimut.ski/fr/trips/avazeri--les--de-saas-fee-en-ski-de-randonnee---suisse,SR,SUSRPRIV03
60e215e2e2f187b2f39fb611,http://azimut.ski/en/trips/beaufortain---ski-touring-in-savoie-french-alps---all-comfort,SR,FRSR20
6140a75a1868a44a21b7658f,http://azimut.ski/en/trips/claree-valley-tour---expert-ski-touring,SR,FRSR16
60a65ae189fe135ad8596ee5,http://azimut.ski/en/trips/trolls--peninsula---ski-touring,SR,ISSR03
60d9d61ce2f187b2f34fb439,http://azimut.ski/en/trips/skitouring-val-maira-italy,SR,ITSR01 ALP031
60acac0789fe135ad8bbea5e,http://azimut.ski/en/trips/boat-skitouring-norway,SR,NOSR01
60d9dab2e2f187b2f35b4b67,http://azimut.ski/en/trips/dome-des-ecrins-premier-4000---ski-de-randonnee,SR,FRSR04
60ad094689fe135ad853077b,http://azimut.ski/en/trips/aiguilles-rouges-chamonix---ski-touring,SR,FRSR51 ALP069
60d4414fe2f187b2f3e90c20,http://azimut.ski/en/trips/discover-ski-touring-in-the-french-alps,SR,FRSR60
60d440aae2f187b2f3e77a50,http://azimut.ski/en/trips/skitouring-discovering-frenchalps,SR,FRSR26 ALP042
61845c6b8583af6aaba341a5,http://azimut.ski/en/trips/dicover-ski-touring---chamonix--aosta-valley,SR,FRSR00
6174052fc7c0380d782ff77e,http://azimut.ski/en/trips/discover-ski-touring---chamonix-mont-blanc---comfort,SR,FRSR54  ALP083
60db1fe6e2f187b2f3c75b91,http://azimut.ski/fr/trips/ce-safran---traversee-de-la-vanoise---ski-de-rando,SR,FRSRCE17
60adb99e89fe135ad81a1a0c,http://azimut.ski/en/trips/glaciers-des-ecrins---ski-de-randonnee,SR,FRSR30
61711ecbc7c0380d7865138e,http://azimut.ski/fr/trips/savoyen--glaciers-de-haute-maurienne---ski-de-randonnee,SR,FRSRPRIV11
60db2922e2f187b2f3e0189b,http://azimut.ski/en/trips/glaciers-de-chamonix---ski-de-randonnee-freerando,SR,FRSR50 ALP039
616f24d4c7c0380d78a3078b,http://azimut.ski/fr/trips/billet--grand-ski-dans-les-aravis---ski-de-randonnee,SR,FRSRPRIV28
61643761c7c0380d78856443,http://azimut.ski/en/trips/french-ecrins-and-italian-piedmont--comfort---ski-touring,SR,ITSR06
61643731c7c0380d7884e265,http://azimut.ski/en/trips/discover-ski-touring-in-the-french-alps---areches-beaufort,SR,FRSR25  ALP082
60ded991e2f187b2f3c13c3e,http://azimut.ski/en/trips/trip-ski-touring-discovering-la-grave-serre-chevalier,SR,FRSR01 ALP028
60ae7fe889fe135ad829b220,http://azimut.ski/en/trips/poland---tatras-skitrip-skitouring,SR,POSR01
60ae8ada89fe135ad83b9db8,http://azimut.ski/en/trips/Ski--touring-in-Tien-Shan--Kyrgyzstan,SR,KISR01
60c1ed8ae2f187b2f3a7cc59,http://azimut.ski/en/trips/grand-paradis-a-ski-de-randonnee-4061m,SR,ITSR03 ALP035
60e919ede2f187b2f35fc8e6,http://azimut.ski/fr/trips/bourgeus--raid-ski-de-rando-en-vallee-daoste---italie,SR,FRSRPRIV17
610999e1e2f187b2f305981a,http://azimut.ski/en/trips/glaciers-de-haute-maurienne---ski-de-randonnee,SR,FRSR11 ALP032
6109997de2f187b2f3042879,http://azimut.ski/en/trips/tour-de-la-meije---ski-touring,SR,FRSR22
61099925e2f187b2f30323d3,http://azimut.ski/en/trips/beaufortin-confort---ski-touring-in-savoie,SR,FRSR14 ALP078
61099901e2f187b2f3028e11,http://azimut.ski/en/trips/ski-touring---sestriere---italy,SR,ITSR17
60bd0402e2f187b2f313729b,http://azimut.ski/en/trips/pays-du-viso-val-po---ski-de-randonnee-en-piemont,SR,ITSR08 ALP063
60bf2cf3e2f187b2f37937a3,http://azimut.ski/en/trips/ski-touring-ski-touring-in-the-high-atlas-morocco,SR,MASR01
60bf3130e2f187b2f3877c06,http://azimut.ski/en/trips/raid-a-ski-cervin---mont-rose---zermatt-4563m,SR,ITSR10
610998f1e2f187b2f3024c72,http://azimut.ski/en/trips/kirghizstan-ski-touring-arslanbob,SR,KISR02
60bf46aae2f187b2f3cc255f,http://azimut.ski/en/trips/stage-ski-randonnee-ubaye-sauvage-sejour-ski-a-ski-de-rando-de-randonnee,SR,FRSR03 ALP080
60bf49fde2f187b2f3d70001,http://azimut.ski/en/trips/ski-tour-vanoise-haute-route,SR,FRSR29
61099891e2f187b2f300ea70,http://azimut.ski/en/trips/ski-touring-in-the-dolomites,SR,ITSR05
60bf4babe2f187b2f3dc5de3,http://azimut.ski/en/trips/pralognan-paradis-savoyard---sejour-ski-de-randonnee-savoie,SR,FRSR15 ALP072
610998e9e2f187b2f3023260,http://azimut.ski/en/trips/discover-ski-touring---chamonix-mont-blanc,SR,FRSR52
610998d1e2f187b2f301d85d,http://azimut.ski/en/trips/discover-ski-touring-in-the-french-alps---areches-beaufort,SR,FRSR25
610998e1e2f187b2f30215a2,http://azimut.ski/en/trips/discover-ski-touring---chamonix-mont-blanc---comfort,SR,FRSR54
61099aa9e2f187b2f308edd4,http://azimut.ski/en/trips/weekend-skitouring-vanoise-savoie-france,SR,FRSR13
61099ad3e2f187b2f309aa0e,http://azimut.ski/en/trips/ski-touring-in-the-taurus-turkey,SR,TUSR01
60b981d5626ee634eabbc159,http://azimut.ski/fr/trips/tyrol-autrichien-ski-de-rando---sejour-ski-de-randonnee,SR,AUSR01
60b95520626ee634ea957b84,http://azimut.ski/en/trips/chamonix-et-ascension-du-mont-blanc--ski-de-rando,SR,FRSR10 ALP021
60ae8cef89fe135ad83f1ba4,http://azimut.ski/en/trips/japan---ski-touring-on-rishiri-island-and-hokkaido,SR,JASR01 JAP010
60c1ee14e2f187b2f3a9210c,http://azimut.ski/en/trips/ascension-du-mont-blanc-a-ski-de-rando,SR,FRSR09
60b0e8a189fe135ad8233785,http://azimut.ski/en/trips/georgie---svanetie-a-ski-touring-jewel,SR,GESR02
60b0f3dc89fe135ad834e9c4,http://azimut.ski/fr/trips/domes-de-miage---ski-de-randonnee,SR,FRSR53
