product_id,url,category,ref
60b228ad89fe135ad86c88fc,http://azimut.ski/fr/trips/grand-ski-dans-les-aravis---ski-de-randonnee,SR,FRSR28
6138e1e23901fe6ce22a8277,http://azimut.ski/fr/trips/les-ecrins-et-le-piemont-italien-en-etoile---ski-de-randonnee,SR,ITSR06
60b2cf9a89fe135ad8328166,http://azimut.ski/en/trips/ascension-du-mont-thabor---vallee-de-la-claree-ski-de-rando,SR,FRSR18 ALP070
60ae8c7489fe135ad83e4bc8,http://azimut.ski/en/trips/iran---zagros-ski-de-randonnee,SR,IRSR01
60fb6e15e2f187b2f3e894d7,http://azimut.ski/en/trips/val-pellice-piemont-secret---ski-de-randonnee-confort,SR,ITSR07
60b4d78689fe135ad881559a,http://azimut.ski/fr/trips/ski-de-couloirs-massif-des-cerces---ski-de-randonnee,SR,FRSR27
60c90f6fe2f187b2f33b499f,http://azimut.ski/en/trips/offpiste-val-devero-italy,SR,ITSR09 ALP079
60b55d5189fe135ad891ab3f,http://azimut.ski/en/trips/saas-fee--express---ski-touring,SR,SUSR03
60c6570fe2f187b2f319e2db,http://azimut.ski/en/trips/itinerance-vallee-de-la-claree---ski-de-rando,SR,FRSR17 ALP071
60c48641e2f187b2f3f348b8,http://azimut.ski/en/trips/fjords-sauvages-islande---ski-de-randonnee,SR,ISSR02
60b922e1626ee634ea6b9731,http://azimut.ski/en/trips/genuine-queyras---ski-touring,SR,FRSR19
61019cf2e2f187b2f3f37463,http://azimut.ski/en/trips/norvege-ski-de-randonnee-dans-les-lofoten,SR,NOSR03 NOR069
613789a33901fe6ce29eefc7,http://azimut.ski/fr/trips/raid-dans-la-vallee-de-la-claree---ski-de-rando,SR,FRSR16
6139bd883901fe6ce277a262,http://azimut.ski/fr/trips/evrard---hospice-du-grand-st-bernard---ski-de-randonnee,SR,SUSRPRIV05
602131b4360e2c935609f70f,http://azimut.ski/fr/trips/ascension-damavand-5671m-ski-de-randonnee,SR,IRSR02
61aa34e78583af6aab7e6a54,http://azimut.ski/fr/trips/sejour-decouverte-ski-de-randonnee---chamonix-mont-blanc,SR,FRSR52  ALP083
60214bcd360e2c9356ee81aa,http://azimut.ski/fr/trips/aiguilles-rouges-chamonix---ski-de-randonnee,SR,FRSR51 ALP069
602147f3360e2c9356ccd99d,http://azimut.ski/fr/trips/les-4000-de-saas-fee-express-en-ski-de-randonnee-suisse,SR,SUSR03
602146ca360e2c9356be0d60,http://azimut.ski/fr/trips/traversee-des-dolomites---ski-de-randonnee,SR,ITSR04 ALP058
6023095a360e2c935643a691,http://azimut.ski/fr/trips/sjour-dcouverte-du-ski-de-rando---chamonix-mont-blanc,SR,FRSR24
60231e71360e2c93568f0d44,http://azimut.ski/fr/trips/glaciers-de-chamonix---ski-de-randonnee-freerando,SR,FRSR50 ALP039
6021431b360e2c93568e2197,http://azimut.ski/fr/trips/sejour-decouverte-ski-de-randonnee---la-grave-et-serre-chevalier,SR,FRSR01 ALP028
6023ba78360e2c935625f3b6,http://azimut.ski/fr/trips/val-pellice-piemont-secret---ski-de-randonnee-confort,SR,ITSR07
60214004360e2c935668ef68,http://azimut.ski/fr/trips/sejour-initiation-ski-de-randonnee-en-beaufortain---ski-de-randonnee-en-savoie,SR,FRSR20
6023c653360e2c93566f6ff8,http://azimut.ski/fr/trips/pralognan-paradis-savoyard---sejour-ski-de-randonnee-savoie,SR,FRSR15 ALP072
60213f66360e2c935661b020,http://azimut.ski/fr/trips/grand-paradis-a-ski-de-randonnee-4061m,SR,ITSR03 ALP035
60213f04360e2c93565f0842,http://azimut.ski/fr/trips/etna-en-ski-de-randonnee---italie-sicile,SR,ITSR16
60213c5d360e2c93564e0afb,http://azimut.ski/fr/trips/week-end-decouverte-du-ski-de-rando---vanoise,SR,FRSR13
602139f0360e2c935641cd2d,http://azimut.ski/fr/trips/cervieres-brianconnais-sauvage---initiation-ski-rando,SR,FRSR26 ALP042
602136f1360e2c93562b2791,http://azimut.ski/fr/trips/dome-des-ecrins-premier-4000---ski-de-randonnee,SR,FRSR04
60245ca7360e2c935623e3f6,http://azimut.ski/fr/trips/ascension-du-mont-blanc-a-ski-de-rando,SR,FRSR09
6025a88b360e2c935687cf62,http://azimut.ski/fr/trips/le-kyrgyzstan--ski-de-randonnee,SR,KISR01
60261199360e2c9356666dc7,http://azimut.ski/fr/trips/le-kyrgyzstan--ski-de-randonnee---arslanbob,SR,KISR02
602642a1360e2c9356edc992,http://azimut.ski/fr/trips/egal--ambiance-bout-du-monde-en-queyras-profond---ski-de-randonnee-confort,SR,FRSRPRIV19
6021355f360e2c935624d1fc,http://azimut.ski/fr/trips/chamonix-et-ascension-du-mont-blanc--ski-de-rando,SR,FRSR10 ALP021
60213550360e2c9356249173,http://azimut.ski/en/trips/grand-saint-bernard-hospice---skitouring,SR,SUSR05
60266a8f360e2c9356c806eb,http://azimut.ski/fr/trips/pays-du-viso-val-po---ski-de-randonnee-en-piemont,SR,ITSR08 ALP063
60216ff6360e2c935642bbda,http://azimut.ski/fr/trips/sejour-decouverte-ski-de-randonnee---chamonix-mont-blanc,SR,FRSR52
6028297c360e2c9356799c07,http://azimut.ski/fr/trips/saillard-cottaz--traversee-unique-des-glaciers-de-la-vanoise-en-ski-de-randonnee,SR,FRSRPRIV29
60297d28360e2c9356d57c63,http://azimut.ski/fr/trips/ortles-glaciers-uniques-du-nord-italie---raid-confort-en-ski-de-randonnee,SR,ITSR02
6029848c360e2c93560f6de1,http://azimut.ski/fr/trips/murard---dme-des-ecrins-premier----ski-de-randonne,SR,FRSRPRIV04
60214e87360e2c9356fb033a,http://azimut.ski/fr/trips/le-pakistan-a-ski-de-randonnee---au-coeur-du-karakoram,SR,PASR01
6022e9d8360e2c9356a45665,http://azimut.ski/fr/trips/beaufortain-confort---ski-de-randonnee-en-savoie,SR,FRSR14 ALP078
6022b32c360e2c9356793fab,http://azimut.ski/en/trips/domes-de-miage---ski-touring,SR,FRSR53
60214f64360e2c93560046cf,http://azimut.ski/fr/trips/journee-decouverte-du-ski-rando-au-col-dizoard,SR,FRSR60
60217360360e2c93566bf96b,http://azimut.ski/fr/trips/mont-rose-ascension-a-ski-de-randonnee-4563m,SR,ITSR11 ALP036
6021739a360e2c93566e7e70,http://azimut.ski/fr/trips/vallees-secretes-du-val-maira---ski-randonnee-,SR,ITSR01 ALP031
602173a0360e2c93566ebda5,http://azimut.ski/fr/trips/ascension-du-mont-thabor---vallee-de-la-claree-ski-de-rando,SR,FRSR18 ALP070
602173d8360e2c935670e967,http://azimut.ski/fr/trips/autre-route---chamonix-zermatt-raid-mythique-en-ski-de-randonnee,SR,SUSR20
60217648360e2c93568f37bf,http://azimut.ski/fr/trips/glaciers-de-haute-maurienne---ski-de-randonnee,SR,FRSR11 ALP032
60217725360e2c93569a90c1,http://azimut.ski/fr/trips/glaciers-des-ecrins---ski-de-randonnee,SR,FRSR30
6021774c360e2c93569c2e73,http://azimut.ski/fr/trips/maroc-decouverte-du-haut-atlas-en-ski-de-randonnee,SR,MASR01
60217755360e2c93569c9fb3,http://azimut.ski/fr/trips/ski-de-randonnee---sestriere---italie,SR,ITSR17
6021782a360e2c9356a840ef,http://azimut.ski/fr/trips/japon---ski-de-randonnee-sur-les-iles-de-rishiri-et-hokkaido-,SR,JASR01 JAP010
602178cc360e2c9356b0739f,http://azimut.ski/fr/trips/val-devero---ski-de-randonnee---italie,SR,ITSR09 ALP079
60218028360e2c9356058668,http://azimut.ski/fr/trips/traversee-des-ecrins-et-dome-ski-de-randonnee,SR,FRSR23
60218078360e2c9356091f08,http://azimut.ski/fr/trips/glaciers-de-la-vanoise---traversee-en-ski-de-rando,SR,FRSR29
602133f8360e2c93561fdc3f,http://azimut.ski/fr/trips/georgie---svanetie-joyau-du-ski-de-rando,SR,GESR02
602186f3360e2c935655ebe2,http://azimut.ski/fr/trips/tour-de-la-meije---ski-de-randonnee,SR,FRSR22
60218e4f360e2c9356a5f048,http://azimut.ski/fr/trips/stage-ski-randonnee-ubaye-sauvage-sejour-ski-a-ski-de-rando-de-randonnee,SR,FRSR03 ALP080
6021932a360e2c9356cc4781,http://azimut.ski/fr/trips/armenie-la-perle-ex-soviet-du-caucase,SR,ARSR01
6021959a360e2c9356d5c7e7,http://azimut.ski/fr/trips/raid-a-ski-cervin---mont-rose---zermatt-4563m,SR,ITSR10
60219cb8360e2c9356048974,http://azimut.ski/fr/trips/weekend-decouverte-ski-rando-savoie-beaufortain---initiation-ski-rando,SR,FRSR25
6021adee360e2c93567483df,http://azimut.ski/fr/trips/sejour-ski-de-rando-itinerant-confort-en-vallee-d-aoste---monte-rosa-pizza-pasta-polenta,SR,ITSR12
60225a68360e2c9356c8ebe7,http://azimut.ski/fr/trips/queyras-magique-en-ski-de-randonnee,SR,FRSR19
602264b2360e2c9356249711,http://azimut.ski/fr/trips/deutschmann--weekend-decouverte-du-ski-rando---beaufortain---savoie,SR,FRSRPRIV25
602265f2360e2c9356492774,http://azimut.ski/en/trips/great-skitour-aravis---ski-touring-all-comfort,SR,FRSR28
60226dde360e2c9356a14b71,http://azimut.ski/en/trips/steep-skiing-couloir---cerces,SR,FRSR27
60215596360e2c93563179f7,http://azimut.ski/fr/trips/sejour-decouverte-ski-de-randonnee---chamonix-mont-blanc---formule-confort,SR,FRSR54
6021536c360e2c935616932d,http://azimut.ski/fr/trips/pologne---la-traversee-des-tatras-en-ski-de-randonnee-top-confort,SR,POSR01
6022809a360e2c93560fdea5,http://azimut.ski/fr/trips/,SR,FRSR190
60218e2e360e2c9356a4a58a,http://azimut.ski/fr/trips/les-dolomites--ski-de-randonne---en-toile,SR,ITSR05
602af8b7360e2c9356bbfeea,http://azimut.ski/fr/trips/saillard---chamonix---ski-de-randonne,SR,FRSRPRIV51
602170a2360e2c93564a1f9f,http://azimut.ski/fr/trips/itinerance-vallee-de-la-claree---ski-de-rando,SR,FRSR17 ALP071
604f8a06360e2c9356c1803f,http://azimut.ski/fr/trips/strohmann---georgie---svanetie-joyau-du-ski-de-rando,SR,GESRPRIV02
6034f846360e2c9356e7eec2,http://azimut.ski/fr/trips/weekend-ski-rando-ecrins---freissinieres-confort,SR,FRSRPRIV20
6064472e89fe135ad811e4af,http://azimut.ski/fr/trips/billet--ski-de-randonnee-dans-le-beaufortain---savoie,SR,FRSRPRIV14
60643c5189fe135ad80d0231,http://azimut.ski/fr/trips/sejour-decouverte-ski-de-randonne---chamonix--val-d-aoste,SR,FRSR00
6021331a360e2c93561b6723,http://azimut.ski/fr/trips/fjords-sauvages-islande---ski-de-randonnee,SR,ISSR02
603e9393360e2c93566e1189,http://azimut.ski/fr/trips/ginsbach--raid-a-ski-de-rando-en-silvretta---glacier-dautriche,SR,FRSRPRIV09
604732d4360e2c9356d8559f,http://azimut.ski/fr/trips/decouverte-du-ski-rando-au-col-dizoard--jours---maiwenn,SR,FRSRPRIV26
6034b9de360e2c9356d92f83,http://azimut.ski/fr/trips/meillassoux-cottaz---la-grave-et-serre-chevalier--ski-freeride-et-ski-de-rando,SR,FRSRPRIV01
6049e5e1360e2c93566681d5,http://azimut.ski/fr/trips/bayard---decouverte-du-ski-de-rando---vanoise,SR,FRSRPRIV13
6021331c360e2c93561ba176,http://azimut.ski/fr/trips/bateau-ski-de-randonnee---alpes-de-lyngen,SR,NOSR01
6021331f360e2c93561bee3c,http://azimut.ski/fr/trips/georgie---sud-caucase-et-kazbek-ski-de-randonnee,SR,GESR01
602b9511360e2c935635c58a,http://azimut.ski/fr/trips/dupasquier--norvege-ski-de-randonnee-dans-les-lofoten,SR,NOSRPRIV03
60533379360e2c9356eccb54,http://azimut.ski/fr/trips/doran--mont-rose-ascension-a-ski-de-randonnee-m,SR,ITSRPRIV11
6053af3e89fe135ad8ef01fa,http://azimut.ski/fr/trips/ginsbach--ski-de-randonnee-sur-les-spots-de-chamonix-mont-blanc,SR,FRSRPRIV54
6059afc789fe135ad8cc7c02,http://azimut.ski/fr/trips/decouverte-du-ski-rando-au-col-dizoard,SR,FRSRPRIV26DELTOUR
604f6aa1360e2c9356a1072c,http://azimut.ski/fr/trips/gastebois--chamonix-et-ascension-du-mont-blanc-a-ski-de-rando,SR,FRSRPRIV10
60916f3a89fe135ad8d08453,http://azimut.ski/fr/trips/raid--ski-cervin---mont-rose---zermatt-m,SR,ITSRPRIV10
606ef1a589fe135ad8c65f41,http://azimut.ski/fr/trips/naudet--grand-paradis-a-ski-de-randonnee-m,SR,ITSRPRIV03
6033ef60360e2c9356d61129,http://azimut.ski/fr/trips/,SR,SUSR10
60a452ac89fe135ad80918ae,http://azimut.ski/en/trips/Ski-touring--across-the-Dolomites,SR,ITSR04 ALP058
60213393360e2c93561e88c5,http://azimut.ski/fr/trips/chamonix-zermatt-en-ski-de-rando---version-tranquille,SR,SUSR04
60213238360e2c93560e5a9f,http://azimut.ski/en/trips/silvretta-ski-de-rando---raid-confort-en-ski-de-randonnee,SR,AUSR02
60a3f38889fe135ad88e70bd,http://azimut.ski/fr/trips/hospice-du-grand-st-bernard---ski-de-randonnee,SR,SUSR05
60a3cd9389fe135ad852badf,http://azimut.ski/fr/trips/silvretta-ski-de-rando---raid-confort-en-ski-de-randonnee,SR,AUSR02
602c4870360e2c9356933e8d,http://azimut.ski/fr/trips/iran---zagros-ski-de-randonnee,SR,IRSR01
60a3843089fe135ad8dbee6b,http://azimut.ski/en/trips/ski-touring-in-karakoram---pakistan,SR,PASR01
60213328360e2c93561c85ae,http://azimut.ski/fr/trips/peninsule-des-trolls---ski-de-randonnee,SR,ISSR03
60213290360e2c9356113bc4,http://azimut.ski/fr/trips/norvege-ski-de-randonnee-dans-les-lofoten,SR,NOSR03 NOR069
60213293360e2c9356115209,http://azimut.ski/fr/trips/turquie-ski-de-randonnee-dans-les-taurus,SR,TUSR01
6037c19f360e2c9356a5bc47,http://azimut.ski/fr/trips/les-spots-du-brianonnais-a-la-journee,SV,FRSV02
60351ea4360e2c9356d2c759,http://azimut.ski/fr/trips/test-shuttle-guidee-vtt---puy,SV,FRSV01
60bb66f3e2f187b2f3df1c9f,http://azimut.ski/fr/trips/Via-Cordata-Vercors-Sauvage,VC,FRVC01
6093be5d89fe135ad8c448bf,http://azimut.ski/fr/trips/lormand--e-bike-raid---tour-du-queyras-faon-azimut,VE,FRVEPRIV01
61237614e2f187b2f3d80d69,http://azimut.ski/en/trips/electric-bike--learn-to-pilot-your-bike-in-beautiful-italian-piedmont,VE,ITVE04
608a5f1889fe135ad807d3d0,http://azimut.ski/fr/trips/e-bike-raid---face-au-mont-blanc,VE,FRVE13
60a42cbe89fe135ad8eace19,http://azimut.ski/en/trips/e-bike-enduro---bike-safari-and-shuttles-in-ligurian-alps,VE,ITVE07
6086767f89fe135ad88ee59c,http://azimut.ski/fr/trips/e-bike-raid---la-traversee-des-alpes-des-cimes-a-la-mer,VE,FRVE12
60227ddf360e2c9356fbf83b,http://azimut.ski/en/trips/e-biking-enduro-trip---perched-tracks-and-relaxation-around-serre-poncon-lake,VE,FRVE09
60226c15360e2c935697b788,http://azimut.ski/fr/trips/vtt-electrique---balade-dans-le-brianconnais,VE,FRVE04
60ad198189fe135ad86cf17a,http://azimut.ski/fr/trips/baron---e-bike-enduro---sentiers-perches-et-farniente-au-lac-de-serre-ponon,VE,FRVEPRIV09
60fc5bb6e2f187b2f3e2b0ad,http://azimut.ski/en/trips/electric-bike--discover-the-best-trails-and-learn-to-pilot-your-bike-in-serre-chevalier-valley,VE,FRVE03 FRAV14
60226c14360e2c935697af79,http://azimut.ski/fr/trips/vtt-electrique---balade-ebike-dans-les-plus-belles-vallees-du-brianconnais,VE,FRVE03 FRAV14
602266ad360e2c93565e6346,http://azimut.ski/fr/trips/vtt-electrique-raid---tour-du-queyras,VE,FRVE01
6092a77e89fe135ad84dd5d1,http://azimut.ski/fr/trips/journee-decouverte-de-l-e-bike-autour-de-cervieres,VE,FRVE14
60af575189fe135ad804fc15,http://azimut.ski/en/trips/e-biking-trip-on-the-dolomites-mythical-singles,VE,ITVE02
60226576360e2c93563ae66b,http://azimut.ski/fr/trips/vtt-electrique---le-tour-du-mont-blanc,VE,FRVE02
60af608f89fe135ad8141cde,http://azimut.ski/en/trips/discover-the-dolomites-on-an-e-bike,VE,ITVE01 ITAV05
60a3848589fe135ad8dc8741,http://azimut.ski/fr/trips/vtt-electrique-enduro---sentiers-perches-et-farniente-au-lac-de-serre-poncon,VE,FRVE09
60271b9b360e2c9356dd47fb,http://azimut.ski/fr/trips/vtt-electrique-enduro---orgie-de-singles-et-shuttles-dans-lbeaufortain---alpes-du-nord,VE,FRVE10
6024140d360e2c9356730665,http://azimut.ski/fr/trips/vtt-electrique-enduro---itinerance-et-shuttles-dans-les-alpes-ligures,VE,ITVE07
602eb536360e2c9356a3bc5c,http://azimut.ski/fr/trips/e-bike-enduro---sentiers-sandales-et-soleil-dans-le-tres-fameux-diois,VE,FRVE11
60295a8c360e2c9356b1c779,http://azimut.ski/fr/trips/vtt-electrique---week-end-balade-dans-le-magnifique-piemont-italien,VE,ITVE03
60ba66f5e2f187b2f339cc6f,http://azimut.ski/en/trips/electric-bike-enduro--easy-week-end-at-the-gates-to-ecrin,VE,FRVE05
60ba2d90e2f187b2f3ab8be9,http://azimut.ski/fr/trips/le-bovic---vtt-electrique---week-end-balade-dans-le-brianonnais-et-le-queyras,VE,FRVEPRIV04
602427f2360e2c9356a14053,http://azimut.ski/fr/trips/vtt-electrique-enduro---week-end-e-bike-aux-portes-des-ecrins,VE,FRVE05
60215282360e2c935612b98e,http://azimut.ski/fr/trips/decouverte-des-dolomites-vtt-electrique-confort,VE,ITVE01 ITAV05
602413c3360e2c9356728c91,http://azimut.ski/fr/trips/vtt-electrique-enduro---l-incontournable-finale-ligure,VE,ITVE06
60241308360e2c93566ed95b,http://azimut.ski/fr/trips/vtt-electrique-enduro---week-end-singletracks-d-exception---alpes-du-sud,VE,FRVE06
602412e1360e2c93566e7976,http://azimut.ski/fr/trips/voyage-en-vtt-electrique---sur-les-mythiques-singles-des-dolomites,VE,ITVE02
602721d4360e2c9356f1e788,http://azimut.ski/fr/trips/e-bike-enduro---la-mecque-de-l-e-bike-au-pays-du-soleil,VE,FRVE07
60bfc5cae2f187b2f34ddefd,http://azimut.ski/en/trips/e-bike-enduro---singletracks-orgy-and-shuttles-in-beaufortain---north-french-alps,VE,FRVE10
60bfd377e2f187b2f37b4d84,http://azimut.ski/en/trips/mountain-bike-tour---around-the-queyras,VE,FRVE01
60a6003089fe135ad8cfaa5e,http://azimut.ski/en/trips/ebiking-around-the-mont-blanc,VE,FRVE02
60bfc51de2f187b2f34b84b6,http://azimut.ski/en/trips/electric-bike-enduro---a-week-end-on-mental-singletracks---south-alps,VE,FRVE06
6048f0a3360e2c9356cae3f1,http://azimut.ski/fr/trips/martine--e-bike-enduro---la-mecque-de-le-bike-au-pays-du-soleil,VE,FRVEPRIV07
602343ef360e2c9356b691ed,http://azimut.ski/fr/trips/vtt-electrique---balade-dans-le-brianconnais,VE,FRVE04  FRAV15
60db4e83e2f187b2f342500f,http://azimut.ski/en/trips/e-bike-trip---introduction-to-enduro-on-etna-volcano,VE,ITVE05
604f4157360e2c9356196a56,http://azimut.ski/fr/trips/vtt-electrique---week-end-balade-dans-le-magnifique-piemont-italien,VE,ITVE03 ITAV07
602adea1360e2c935615cb4f,http://azimut.ski/fr/trips/voyage-vtt-electrique---decouverte-de-l-enduro-sur-le-volcan-de-l-etna---sicile,VE,ITVE05
60b282e489fe135ad8dc9430,http://azimut.ski/en/trips/ebike-in-enduro-mecca---country-of-the-sun,VE,FRVE07
60b2389589fe135ad87f9905,http://azimut.ski/en/trips/electric-mtb-enduro---il-famoso-finale-ligure---comfort,VE,ITVE06
60b07eeb89fe135ad8898525,http://azimut.ski/en/trips/the-basics-of-mountain-biking-in-serre-chevalier-valley,VE,FRVE04  FRAV15
60b6534589fe135ad8da743b,http://azimut.ski/en/trips/electric-bike--a-week-end-to-learn-to-pilot-your-bike-in-beautiful-italian-piedmont,VE,ITVE03 ITAV07
602953f6360e2c935683bb10,http://azimut.ski/fr/trips/vtt-electrique---stage-ebike-balade-dans-le-magnifique-piemont-italien,VE,ITVE04
602be399360e2c93560fe1c3,http://azimut.ski/fr/trips/Via-ferrata-Dolomite-Cortina-d-Ampezzo,VF,ITVF01 ALP005
602be39f360e2c93560febe6,http://azimut.ski/fr/trips/via-ferrata-dans-le-stubai---le-tyrol-vu-d-en-haut,VF,AUVF01
602be395360e2c93560fd260,http://azimut.ski/fr/trips/week-end-via-ferrata-des-ecrins,VF,FRVF02
6033e3cd360e2c9356aba797,http://azimut.ski/fr/trips/Dolomites-Moizza-Civetta-sauvage,VF,ITVF02
618b4c4e8583af6aaba8e417,http://azimut.ski/en/trips/week-end--via-ferrata-in-the-ecrins---southern-alps,VF,FRVF02
603e5ffc360e2c9356473294,http://azimut.ski/fr/trips/selvaggio-blu-l-aventure-integrale,VF,ITVF03
60231a1c360e2c9356854969,http://azimut.ski/fr/trips/via-ferrata-des-ecrins,VF,FRVF01
60ba8b21e2f187b2f3cd14b0,http://azimut.ski/en/trips/Via-ferrata-Dolomites-Cortina-d-Ampezzo,VF,ITVF01 ALP005
60216283360e2c9356ec4fa0,http://azimut.ski/fr/trips/vtt-enduro---incontournable-finale-ligure,VM,ITVM01
619909958583af6aabbc28f6,http://azimut.ski/fr/trips/vtt-enduro---week-end-travail-ta-technique-dans-les-ecrins---deposes-navettes,VM,FRVM15
602152a6360e2c9356135404,http://azimut.ski/fr/trips/vtt-raid---tour-du-mont-blanc,VM,FRVM02
60a662f489fe135ad866d9f6,http://azimut.ski/en/trips/vtt-enduro---bike-safari-with-shuttles-in-the-ligurian-alps,VM,ITVM07
612dd5f83901fe6ce22fcff6,http://azimut.ski/en/trips/dogneton--mtb-enduro---il-famoso-finale-ligure---comfort,VM,ITVMPRIV01
60acab3c89fe135ad8b5822e,http://azimut.ski/en/trips/mountain-bike---the-best-singletracks-in-serre-chevalier-area,VM,FRVM12
609d36bf89fe135ad8d983eb,http://azimut.ski/fr/trips/vtt-all-mountain---jours-de-ride-dans-les-ecrins,VM,FRVM12
609beb2089fe135ad8733be2,http://azimut.ski/fr/trips/sejour-vtt-all-mountain-brianconnais-ecrins,VM,FRVM13
605c6d1f89fe135ad8d975df,http://azimut.ski/fr/trips/vtt-itinerance---alpes-ligures-a-la-mer---hospitalite-confort--singletracks,VM,ITVM07
60aeb63589fe135ad8882475,http://azimut.ski/en/trips/mtb-enduro-il-famoso-finale-ligure,VM,ITVM01
60af8a7f89fe135ad85d604e,http://azimut.ski/en/trips/mtb-enduro---singletracks-orgy-and-shuttles-in-beaufortain---north-french-alps,VM,FRVM10
60afc46589fe135ad8c4ccea,http://azimut.ski/fr/trips/vtt-all-mountain---jours-en-etoile-dans-le-queyras,VM,FRVMPRIV01
60b07eb389fe135ad8894405,http://azimut.ski/en/trips/mountain-biking-queyras-france,VM,FRVM07
60bd049be2f187b2f315717e,http://azimut.ski/en/trips/mountain-biking-enduro-ecrins-france,VM,FRVM06
602a940a360e2c9356ca9620,http://azimut.ski/fr/trips/vtt---decouverte-des-meilleurs-sentiers-et-initiation-pilotage-vtt,VM,FRVM03
60c9bdf8e2f187b2f3150e83,http://azimut.ski/en/trips/enduro-week-end-in-ecrins,VM,FRVM05
60c9db50e2f187b2f353fea6,http://azimut.ski/en/trips/biking-enduro-trip--paradise-singletracks-and-sun-in-the-famous-diois,VM,FRVM11
60d0c5d9e2f187b2f38a6001,http://azimut.ski/en/trips/mtb-tour-mont-blanc,VM,FRVM02
602170fa360e2c93564e05ec,http://azimut.ski/fr/trips/vtt-tour-du-queyras,VM,FRVM01
60d451c4e2f187b2f30f9a86,http://azimut.ski/en/trips/mtb-introduction-around-briancon-serre-chevalier,VM,FRVM04
60d5c645e2f187b2f3c3d70f,http://azimut.ski/en/trips/mtb---serre-chevalier-valley---discover-the-best-trails-and-learn-to-pilot-your-bike,VM,FRVM03
602180bd360e2c93560cf222,http://azimut.ski/fr/trips/vtt-enduro-ecrins,VM,FRVM06
60f9535ae2f187b2f38179a7,http://azimut.ski/en/trips/mountain-bike---easy-enduro-in-south-french-alps--with-shuttle-drop-off,VM,FRVM08
60f81987e2f187b2f3310fd1,http://azimut.ski/fr/trips/dogneton--vtt-enduro---finale-ligure-et-ses-spots-secrets,VM,ITVMPRIV01
60f58f30e2f187b2f31ac043,http://azimut.ski/en/trips/enduro-bike-trip---crazy-singletracks-on-etna-volcano--shuttle-drop-off,VM,ITVM02
6022a1b9360e2c9356f61c57,http://azimut.ski/fr/trips/voyage-vtt-enduro---singletracks-lunaires-sur-l-etna---avec-depose-navettes,VM,ITVM02
602404ba360e2c93562dd1e5,http://azimut.ski/fr/trips/vtt-all-mountain-initiation-dans-le-brianconnais,VM,FRVM04
6022a1c3360e2c9356f63b18,http://azimut.ski/fr/trips/vtt-enduro---orgie-de-singles-et-shuttles-dans-l-beaufortain---alpes-du-nord,VM,FRVM10
60230351360e2c93562e8b62,http://azimut.ski/fr/trips/week-end-enduro-ride-dans-les-ecrins,VM,FRVM05
60e833bfe2f187b2f39e8832,http://azimut.ski/en/trips/mtb-enduro---big-singletracks-and-farniente-around-serre-poncon-lake,VM,FRVM09
602307a0360e2c93563dbc71,http://azimut.ski/fr/trips/vtt-enduro---paradis-du-singletracks-sous-le-soleil-du-fameux-diois,VM,FRVM11
6023436c360e2c9356b6343f,http://azimut.ski/fr/trips/weekend-vtt-enduro-singletracks-queyras,VM,FRVM07
6023bda6360e2c93563e3c87,http://azimut.ski/fr/trips/vtt-enduro-facile---initiation-dans-les-alpes-du-sud---avec-deposes-navettes,VM,FRVM08
6023f9ee360e2c9356d21bb1,http://azimut.ski/fr/trips/vtt-enduro---deposes-navettes-singletracks-et-farniente-au-lac-de-serre-poncon,VM,FRVM09
60e9db3ce2f187b2f3d7110a,http://azimut.ski/en/trips/mountain-biking-serre-chevalier,VM,FRVM13
60d5e8ede2f187b2f3177b5d,http://azimut.ski/en/trips/mountain-biking-tour-queyras,VM,FRVM01
605fe65589fe135ad8426ecd,http://azimut.ski/fr/trips/vtt-raid-a-l-attaque-des-cerces,VT,FRVTT06
